"id","cluster","cluster_name","feature","user_story","expected_behaviour","evidence","impl_status","phase","test_status","errors","fix_status","retest_status","notes"
"F-C07-01","C07","Checklists / task lists","Toggle checklist (task list)","As a writer, I want to convert the current block(s) into a checklist, so that I can track to-do items inline in my document.","Invoking the 'checklist' toolbar command or `lashCommands.toggleChecklist(editor)` runs `editor.chain().focus().toggleTaskList().run()`, wrapping the current selection in a `taskList` node whose items are `taskItem` nodes. Running it again on an active task list unwraps it. The schema is provided by TipTap's TaskListExtension (data-type=taskList) and TaskItemExtension (data-type=taskItem). A new taskItem defaults to `checked: false` (verified by schema-validity unit test).","packages/editor-core/src/schema/base.ts:178,181; packages/editor-core/src/commands.ts:48,118; packages/editor-core/src/toolbar.ts:24,56; packages/testing/unit/editor/schema-validity.test.ts:41-49","implemented","tested","pass","","none","pending",""
"F-C07-02","C07","Checklists / task lists","Keyboard shortcut Mod+Shift+X","As a keyboard-driven user, I want a shortcut to toggle a checklist, so that I can create task lists without leaving the keyboard.","Pressing Mod+Shift+X (Cmd on macOS, Ctrl elsewhere) triggers `this.editor.chain().focus().toggleTaskList().run()` via the LashKeyboardShortcuts extension, toggling the current block to/from a task list. The same hotkey is advertised on the toolbar button (`hotkey: 'Mod+Shift+X'`). Verified end-to-end by the e2e tests which press the shortcut to create the list.","packages/editor-core/src/schema/base.ts:74; packages/editor-core/src/toolbar.ts:24; apps/web/e2e/checklists/checklist-toggle.spec.ts:5,24; apps/web/e2e/checklists/checklist-nesting.spec.ts:5,24","implemented","tested","pass","","none","pending",""
"F-C07-03","C07","Checklists / task lists","Per-item checkbox toggle (independent state)","As a user, I want each checklist item to have its own checkbox I can tick independently, so that checking one item does not affect its sub-items.","Each `taskItem` renders an `input[type='checkbox']` (TaskItem extension). Clicking a checkbox checks only that item: the `<li data-type='taskItem'>` gets `data-checked='true'` and the corresponding node attr `checked` becomes true, while sibling and nested child items keep their own state (parent toggle does NOT propagate to nested children). Verified by checklist-toggle e2e asserting parent checked + child unchecked.","apps/web/e2e/checklists/checklist-toggle.spec.ts:32-48; apps/web/e2e/checklists/checklist-nesting.spec.ts:37-42; packages/editor-core/src/schema/base.ts:181-184","implemented","tested","pass","","none","pending",""
"F-C07-04","C07","Checklists / task lists","Nesting and outdenting checklist items (Tab / Shift+Tab)","As a user, I want to indent and outdent checklist items, so that I can build hierarchical task lists.","TaskItemExtension is configured with `nested: true`. Pressing Tab on a task item nests it as a descendant of the preceding taskItem (the item's closest `li[data-type='taskItem']` ancestor becomes another task item). Pressing Shift+Tab outdents it back to top level (its grandparent no longer has data-type='taskItem'). Item count is preserved across nesting/outdenting. Verified by checklist-nesting e2e.","packages/editor-core/src/schema/base.ts:181-182; apps/web/e2e/checklists/checklist-nesting.spec.ts:27-56","implemented","tested","pass","","none","pending",""
"F-C07-05","C07","Checklists / task lists","Checklist toolbar button (active state + icon)","As a user, I want a labelled checklist button in the toolbar that reflects whether my cursor is in a checklist, so that I can discover and toggle the feature visually.","The toolbar exposes a 'Checklist' button (id 'checklist', group 'blocks', icon glyph '☑︎' in the spec, rendered with the 'list-check' icon in the web app). `isToolbarButtonActive` returns `editor.isActive('taskList')` for the checklist button so it highlights when the selection is inside a task list. Clicking it runs the toggleChecklist command.","packages/editor-core/src/toolbar.ts:24,56-57; packages/editor-core/src/commands.ts:118-119; apps/web/components/editor/panels/EditorToolbar.tsx:40,75-84","implemented","tested","pass","","none","pending",""
"F-C07-06","C07","Checklists / task lists","Markdown import of checklists","As a user, I want pasted/imported GFM task lists to become editable checklists, so that my Markdown to-do lists are preserved.","During `parseMarkdownToDoc`, a Markdown list is treated as a task list when any list item has a non-null `checked` value (GFM `- [x]` / `- [ ]`). Such lists become `taskList` nodes and each item becomes a `taskItem` with `attrs.checked = Boolean(item.checked)`; non-task lists remain bullet/ordered lists.","packages/editor-core/src/markdown/index.ts:204-209,302-314; packages/editor-core/src/markdown/index.ts:189-216","implemented","tested","pass","","none","pending",""
"F-C07-07","C07","Checklists / task lists","Markdown export of checklists","As a user, I want my checklists exported back to GFM task-list syntax, so that round-tripping a document preserves checked/unchecked items.","During `serializeDocToMarkdown`, a `taskList` node is converted to an mdast List whose `listItem`s carry `checked: Boolean(item.attrs.checked)`, producing GFM `- [x]` / `- [ ]` lines. Round-trip unit test confirms `- [x] Setup repo` survives import then export with no warnings.","packages/editor-core/src/markdown/index.ts:486-489,531-543; packages/testing/unit/editor/markdown-roundtrip.test.ts:12-13,38","implemented","tested","pass","","none","pending",""
"F-C08-01","C08","Chips (internal links)","Auto-convert internal-doc URL to chip on paste","As a document author, I want pasted internal document URLs to automatically become styled link chips, so that internal references look clean and are recognizably distinct from plain links.","A paste rule matches URLs of the form https://lash.local/doc/<docId> (regex INTERNAL_DOC_URL_REGEX). On paste, the matched URL is replaced with an inline atom `chip` node whose attrs are kind='doc', refId=<docId> (capture group 1), href=<full URL>, display=<URL initially>, iconUrl=null, lastEditor=null. The chip renders as an `<a class=""lash-chip"">` pill with a document icon and label. E2E confirms a `chip` node appears with data-ref-id and data-chip-kind='doc'.","packages/editor-core/src/extensions/chip.ts:30,254-260,382-429; apps/web/e2e/chips/chip-autoconvert.spec.ts:9-66","implemented","tested","pass","","none","pending",""
"F-C08-02","C08","Chips (internal links)","Async chip metadata resolution","As a document author, I want a freshly created chip to fill in the real document title, icon, and last editor, so that the chip shows meaningful info rather than the raw URL.","After a chip is created via paste, if a `resolveDocChip(docId)` option is configured and the refId is not already resolving, a microtask calls the resolver. On success it walks the whole doc and updates every chip with matching refId, setting display=result.title, iconUrl, lastEditor (via setNodeMarkup with addToHistory=false so it is not undoable). A `resolving` Set dedupes concurrent resolves per refId; resolver errors are swallowed (chip keeps URL display); refId is removed from the Set in finally. The web app wires a resolver returning title `Internal Doc <docId>` and lastEditor `Test User`. E2E confirms the label updates to the resolved title.","packages/editor-core/src/extensions/chip.ts:60-84,267-271,389-417; apps/web/components/editor/EditorWorkspace.tsx:574-579; apps/web/e2e/chips/chip-autoconvert.spec.ts:39-40","implemented","tested","pass","","none","pending",""
"F-C08-03","C08","Chips (internal links)","Hover preview popover","As a reader, I want to hover over an internal-doc chip and see a preview, so that I can learn the document's title and who last edited it without navigating away.","The chip NodeView appends a `lash-chip-preview` tooltip element (role=tooltip). On mouseenter of the wrapper (or chip focus) an 80ms timer shows the popover: display becomes inline-flex with data-visible='true', the title element shows the chip's display label, and the editor element shows `Last edited by <lastEditor>` (or 'Loading...' when lastEditor is null). On mouseleave (or blur) the timer is cleared and the popover hidden. E2E confirms the preview becomes visible with title and 'Last edited by Test User'.","packages/editor-core/src/extensions/chip.ts:127-143,158-161,209-234,215-224;,226-234; apps/web/e2e/chips/chip-hover.spec.ts:9-50","implemented","tested","pass","","none","pending",""
"F-C08-04","C08","Chips (internal links)","Click chip to navigate","As a reader, I want to click an internal-doc chip to open the referenced document, so that I can follow internal links.","The chip anchor handles click: for a plain left-click (button 0, no meta/ctrl/shift), it preventDefault/stopPropagation and calls window.location.assign(href) to navigate in the same tab. Clicks with modifier keys or non-primary buttons are ignored (fall through to default browser behavior). If href is empty, nothing happens.","packages/editor-core/src/extensions/chip.ts:145-156,17","implemented","tested","pass","","none","pending",""
"F-C08-05","C08","Chips (internal links)","Revert chip to plain link (Cmd/Ctrl+K)","As a document author, I want to revert a chip back to a plain link, so that I can undo the auto-conversion when I prefer a normal hyperlink.","When the caret is inside or adjacent to a chip (detected via findChipAtSelection checking nodeAfter/nodeBefore), pressing Mod-k runs revertChipAtSelection: the chip node is replaced with a text node containing its display label carrying a `link` mark with href=chip.href (or plain text if the link mark is unavailable), and the selection is placed after the inserted text. If no chip is at the selection, the shortcut returns false (no-op, passes through). E2E confirms the chip is removed and a linked text node with the original URL href and resolved title remains.","packages/editor-core/src/extensions/chip.ts:237-252,360-378,431-441; apps/web/e2e/chips/chip-revert.spec.ts:9-110","implemented","tested","pass","","none","pending",""
"F-C08-06","C08","Chips (internal links)","insertDocChip command","As an integrator, I want a command to programmatically insert a doc chip, so that chips can be created from sources other than paste.","The `insertDocChip(attrs)` command (requires refId and href) creates a chip node with kind='doc', display defaulting to href, iconUrl/lastEditor defaulting to null, and replaces the current selection with it (replaceSelectionWith, no scroll). Registered as a TipTap command on the `chip` namespace. It does not itself trigger metadata resolution (resolution is paste-rule only).","packages/editor-core/src/extensions/chip.ts:341-359,444-453","implemented","tested","pass","","none","pending",""
"F-C08-07","C08","Chips (internal links)","Chip HTML parse/serialize round-trip","As a document author, I want chips to persist across save/load and copy/paste of editor HTML, so that internal links survive serialization.","Chips parse from `a[data-chip-kind]` anchors, reading attrs from data-ref-id, data-icon-url, data-last-editor, href, and text content (display). renderHTML emits an `<a class=""lash-chip"" data-testid=""lash-chip"">` with merged attributes (data-chip-kind, data-ref-id, optional data-icon-url/data-last-editor/href) and the display (or href/'document') as text content.","packages/editor-core/src/extensions/chip.ts:273-333","implemented","tested","pass","","none","pending",""
"F-C09-01","C09","Mentions (users/groups) & privacy","Inline mention node schema","As a document author, I want mentions to be stored as structured inline nodes, so that they render consistently and carry machine-readable metadata.","A TipTap inline atom node `mention` carries attrs kind (default 'user'), refId, display, and optional iso. It renders as `<span data-type=""mention"" class=""lash-inline-mention"" data-testid=""lash-inline-mention"">` with data-kind/data-ref-id/data-display (and data-iso when present), a title attribute (iso or display), and visible text `@<display>`. renderText emits `@<display>`. It parses back from `span[data-type=""mention""]`.","packages/editor-core/src/schema/mentions.ts:17-71, apps/web/e2e/mentions/mention-real-editor.spec.ts:30-42","implemented","tested","pass","","none","pending",""
"F-C09-02","C09","Mentions (users/groups) & privacy","Mention extension options not wired to suggestion plugin","As an editor integrator, I want to pass user/group providers into the editor so the editor itself offers in-document mention suggestions.","LashMentionOptions declares context and providers (user/group) and the file comment promises 'the suggestion plugin queries this', but buildMentionExtensions ignores its argument (`_options`) and returns only the bare LashMention node. No TipTap suggestion plugin exists; in-editor suggestion is instead handled entirely by the separate React MentionPanel, not by the editor extension.","packages/editor-core/src/schema/mentions.ts:11-15,73, packages/editor-core/src/schema/index.ts:16-36","stub","verified","fail","[logistical/low] LashMentionOptions declares `context` and user/group `providers`, and the option's inline comment promises 'the suggestion plugin queries this' (mentions.ts:11-15), but buildMentionExtensions ignores its argument (`_options`) and returns only the bare LashMention node (mentions.ts:73). No TipTap @tiptap/suggestion plugin is registered. createLashEditorExtensions passes options.mentions into buildMentionExtensions (schema/index.ts:35) where it is silently dropped. In-editor suggestion is delivered entirely by the separate React MentionPanel, so the documented editor-level provider wiring is dead/unreachable config. This matches the spec, which explicitly classifies F-C09-02 as a 'stub', so users still get suggestions via the panel; severity is low because the gap is dead config, not a user-facing break.","fixed","pass","Misleading providers comment corrected (React MentionPanel drives suggestions; API kept stable)."
"F-C09-03","C09","Mentions (users/groups) & privacy","User mention suggestions","As a writer, I want to type @<name> and get matching user suggestions, so that I can quickly reference people.","When currentText ends with `@<query>` (1-40 non-@ chars), MentionPanel resolves via createUserMentionProvider. The provider calls users.search(query) and routes each candidate through RBAC (policy.decide mention.see). Visible candidates render as `mention-suggestion` buttons showing the display name with data-kind='user'. In the demo, querying a prefix of 'ada lovelace' returns Ada Lovelace.","apps/web/components/editor/panels/MentionPanel.tsx:42,62-70,86-116,146-158, packages/mentions/src/index.ts:46-59, apps/web/e2e/mentions/mention-suggest.spec.ts:22-23","implemented","tested","pass","","none","pending",""
"F-C09-04","C09","Mentions (users/groups) & privacy","Group mention suggestions","As a writer, I want to mention groups/teams, so that I can reference a set of people at once.","createGroupMentionProvider calls groups.search(query), routes each through RBAC, and visible groups render as `mention-suggestion` buttons with data-kind='group'. Demo data includes 'Design Team' (visible) and 'Secret Group'. Both user and group providers are resolved in parallel and their visible results merged into the suggestions list.","apps/web/components/editor/panels/MentionPanel.tsx:71-83,103-111, packages/mentions/src/index.ts:61-73, apps/web/e2e/mentions/mention-suggest.spec.ts:26-27","implemented","tested","pass","","none","pending",""
"F-C09-05","C09","Mentions (users/groups) & privacy","Natural-date mention parsing","As a writer, I want to type a natural date like 'next Friday at 3pm', so that it becomes a structured date reference.","parseDateMention matches /^next <weekday>(at)? <h>(:mm)?(am|pm)?$/ (case-insensitive). It computes the next occurrence of that weekday from ctx.now (always strictly future, distance `||7`), applies am/pm to a 24h hour, and produces an ISO timestamp with timezone offset (Asia/Tokyo -> +09:00, else Z) plus a locale-formatted display via Intl.DateTimeFormat. Returns a visible date mention {kind:'date', refId:`date:<iso>`, display, iso}; non-matches return null. In MentionPanel a matched date short-circuits user/group resolution and becomes the sole suggestion. E2E: 'next Friday at 3pm' -> data-iso 2026-05-22T15:00:00+09:00.","packages/mentions/src/index.ts:75-136, apps/web/components/editor/panels/MentionPanel.tsx:96-101, apps/web/e2e/mentions/mention-real-editor.spec.ts:68-70","implemented","tested","pass","","none","pending",""
"F-C09-06","C09","Mentions (users/groups) & privacy","Insert mention chip into editor","As a writer, I want clicking a suggestion to replace my typed @query with a mention, so that the reference is committed to the document.","Clicking a suggestion button calls insertMention: it appends the mention to the `mention-chip-list` (rendered with data-kind and title=iso||display) and, if an editor is present, deletes the active `@<trigger>` range and inserts a `mention` node (kind/refId/display/iso) followed by a space via editor.chain().focus().deleteRange().insertContent().run(). E2E confirms the typed query is removed and an inline mention with correct attrs/text appears.","apps/web/components/editor/panels/MentionPanel.tsx:118-142,169-181, apps/web/e2e/mentions/mention-insert.spec.ts:16-18, apps/web/e2e/mentions/mention-real-editor.spec.ts:26-50,68-71","implemented","tested","pass","","none","pending",""
"F-C09-07","C09","Mentions (users/groups) & privacy","RBAC hide/anonymize of mentions","As a privacy-conscious user, I want mentions I'm not allowed to see to be hidden and anonymized, so that confidential people/groups are not leaked.","Every user/group candidate is routed through policy.decide(caller, 'mention.see', {kind:'mention', refId}). On deny the result is {visible:false, anonymizedDisplay:`@hidden-<kind>`} carrying no refId/display (discriminated union enforces this). MentionPanel splits results: visible -> suggestion buttons, hidden -> `mention-anonymized` spans showing the opaque token. The demo policy hides any refId containing 'secret', so 'Secret Group' is never shown by name and surfaces as '@hidden-group'. The RBAC policy engine returns reason 'redacted' for denied mention targets.","packages/mentions/src/index.ts:31-44, packages/rbac/src/index.ts:88-92, apps/web/components/editor/panels/MentionPanel.tsx:35-40,57-59,109-110,159-167, apps/web/e2e/mentions/mention-rbac-hide.spec.ts:15-16, apps/web/e2e/mentions/mention-privacy.spec.ts:15-16, apps/web/e2e/mentions/mention-anonymized.spec.ts:15","implemented","tested","pass","","none","pending",""
"F-C09-08","C09","Mentions (users/groups) & privacy","Hardcoded demo providers/policy in panel","As a product owner, I want mentions backed by real user/group directories and the caller's identity, so that suggestions reflect actual org data and permissions.","MentionPanel constructs the policy engine and providers with hardcoded stub data: callerId 'local-user', fixed locale en-US, timezone Asia/Tokyo, fixed now '2026-05-16', revocations always false, a visibility rule that denies any target whose refId contains 'secret', and search functions returning a single canned Ada Lovelace user and two canned groups. There is no backend/API integration for real directories or the real caller identity.","apps/web/components/editor/panels/MentionPanel.tsx:21-26,53-84","partial","verified","partial","[ux/medium] MentionPanel constructs the policy engine and providers entirely from hardcoded stub data: callerId 'local-user', fixed locale en-US, timezone Asia/Tokyo, fixed now '2026-05-16T00:00:00.000Z' (lines 21-26); revocations always false; a visibility rule denying any non-doc target whose refId contains 'secret'; a user search returning only a canned Ada Lovelace; and a group search returning canned Design Team / Secret Group (lines 53-84). There is no backend/API integration for real directories or the real caller identity, so suggestions are fabricated fixture data presented as if real. The fixed `now` makes natural-date parsing (parseDateMention) compute dates relative to 2026-05-16 rather than the actual current time. Additionally there is no loading, empty-result ('no matches'), or error state around the async provider resolution: the Promise.all has no .catch and the render (144-183) has no empty/loading/error branch, so a failed or empty search silently renders empty suggestion containers. Partial because the wiring works mechanically but does not meet the product-owner expectation of real org data/permissions.","partial","partial","Partial: in-file fix applied; real backend/directory deferred."
"F-C10-01","C10","Natural-date mentions","Natural-language date parsing (""next <weekday> <time>"")","As a document author, I want to type a phrase like ""next Friday 3pm"" after @, so that I can insert a structured date mention without manually picking a date.","parseDateMention(input, ctx) lowercases/trims the input and matches the regex /^next\s+(\w+)(?:\s+at)?\s+(\d{1,2})(?::(\d{2}))?\s*(am|pm)?$/. It supports weekday names sunday..saturday, an optional ""at"", a 1-2 digit hour, optional :MM minutes, and optional am/pm. If the string does not match the pattern or the weekday is unknown, it returns null. On match it resolves the NEXT occurrence of that weekday (strictly in the future: distance = (weekday - today + 7) % 7 || 7, so the same weekday today maps to 7 days later). 12-hour normalization: ""pm"" with hour<12 adds 12; ""am"" with hour==12 becomes 0. Returns a visible date mention {visible:true, kind:'date', refId:`date:<iso>`, display, iso}. Example: input 'next Friday 3pm' with now=2026-05-16 yields iso '2026-05-22T15:00:00+09:00' (Asia/Tokyo).","packages/mentions/src/index.ts:95-136, packages/testing/unit/mentions/mention-date-parse.test.ts:5-17","implemented","tested","pass","","none","pending",""
"F-C10-02","C10","Natural-date mentions","Deterministic 'now' test seam for date resolution","As a developer/tester, I want to pin the current time when parsing relative dates, so that natural-date parsing is deterministic and testable.","MentionContext exposes an optional `now` string. parseDateMention reads ctx.now (parsed via new Date(ctx.now)) as the reference 'today', falling back to new Date() when absent. The base day is computed in UTC from the year/month/date of `now`, making weekday math independent of wall-clock time. Tests pass now='2026-05-16T00:00:00.000Z' to get reproducible results.","packages/mentions/src/index.ts:21-22,107-110, packages/testing/unit/mentions/mention-date-parse.test.ts:9","implemented","tested","pass","","none","pending",""
"F-C10-03","C10","Natural-date mentions","Timezone-aware ISO output","As a user in a specific timezone, I want my inserted date mention to carry the correct UTC offset, so that the time means the same thing to all collaborators.","The ISO string is built as `<YYYY-MM-DD>T<HH>:<MM>:00<offset>` where the offset comes from timezoneOffset(ctx.timezone): 'Asia/Tokyo' -> '+09:00', 'UTC' -> 'Z', and ANY other timezone also falls back to 'Z'. So offsets are only correct for the two hard-coded zones; all other IANA zones silently emit a 'Z' (UTC) offset even though the display below uses the real timeZone, producing a mismatch for unsupported zones.","packages/mentions/src/index.ts:87-91,118-119","partial","verified","partial","[bug/medium] timezoneOffset (packages/mentions/src/index.ts:87-91) only handles two hard-coded zones: 'Asia/Tokyo' -> '+09:00' and 'UTC' -> 'Z'; EVERY other IANA zone falls through to the final `return 'Z'`. The ISO is assembled at line 119 as `<date>T<HH>:<MM>:00<offset>` using that offset, while the display at lines 120-127 formats `new Date(iso)` with the REAL timeZone: ctx.timezone. For any unsupported zone (e.g. America/New_York), the wall-clock hour the user typed is stamped with a UTC 'Z' offset, so the stored absolute instant is wrong AND the display re-renders that instant in the real zone, yielding a label that disagrees with the typed time. This breaks the story goal that the time 'means the same thing to all collaborators'.","fixed","pass",""
"F-C10-04","C10","Natural-date mentions","Locale-aware date-chip display formatting","As a user with a given locale, I want the date chip label rendered in my language/format, so that the mention reads naturally for me.","The human-readable `display` is produced with new Intl.DateTimeFormat(ctx.locale, {weekday:'short', month:'short', day:'numeric', hour:'numeric', minute:'2-digit', timeZone: ctx.timezone}). The formatter uses both the caller locale and timezone. Example: locale 'ja-JP' / Asia/Tokyo for 'next Friday 3pm' produces a display containing '5月22日'; locale 'en-US' produces an English short-form label.","packages/mentions/src/index.ts:120-127, packages/testing/unit/mentions/mention-date-locale.test.ts:5-17","implemented","tested","pass","","none","pending",""
"F-C10-05","C10","Natural-date mentions","Date mentions bypass RBAC (always visible)","As a user, I want date mentions to always render without permission checks, so that inserting a date never gets anonymized.","Unlike user/group providers which route through PolicyEngine and may return {visible:false, anonymizedDisplay}, parseDateMention is a pure function that returns a {visible:true} MentionResolveResult with no policy call (dates are not access-controlled, per the code comment).","packages/mentions/src/index.ts:93-94,129-135","implemented","tested","pass","","none","pending",""
"F-C10-06","C10","Natural-date mentions","Date suggestion wiring in the mention panel","As a user typing @next Friday 3pm in the editor, I want a date suggestion chip to appear, so that I can insert the parsed date.","MentionPanel watches the current text for a trailing @<query> (regex /@([^@\n]{1,40})$/), trims the query, and calls parseDateMention(query, context). If it returns a visible date, the panel sets that single date as the suggestion list and clears anonymized results, short-circuiting before the user/group provider lookups. Otherwise it falls through to user/group resolution.","apps/web/components/editor/panels/MentionPanel.tsx:87-101","implemented","verified","partial","[ux/low] MentionPanel.tsx matches a trailing @<query> via /@([^@\n]{1,40})$/ (line 87), trims it (line 95), calls parseDateMention (line 96), and on a visible date sets that single suggestion and clears anonymized results, short-circuiting before user/group lookups (lines 97-101). The button has onClick -> insertMention (line 154) and insertMention is correctly wired (lines 118-142). The wiring itself is correct. The real gap: the MentionContext passed to parseDateMention and the providers is a module-level constant (lines 21-26) hardcoded with now:'2026-05-16T00:00:00.000Z' and timezone:'Asia/Tokyo'. In production this resolves 'next Friday' relative to a frozen fake May 2026 date in Tokyo time, so real users get a wrong date and zone. Demo/test scaffolding is leaking into the shipped panel.","fixed","pass",""
"F-C11-01","C11","Suggest mode","Suggest-mode toggle in toolbar","As a reviewer, I want to toggle suggest mode on/off from the top bar, so that my edits are recorded as suggestions instead of direct changes.","The TopBar renders a button (data-testid=""suggest-mode-toggle"", aria-label ""Suggest mode"") whose aria-pressed/data-active reflect the suggestMode boolean and tooltip switches between ""Suggest mode"" and ""Stop suggesting"". Clicking it calls onToggleSuggestMode, which in EditorWorkspace flips isSuggestMode via setIsSuggestMode((v)=>!v). The current value is mirrored into suggestModeRef (used by the async history writer). While active, the document header shows a coral ""Suggesting"" indicator with a pencil icon.","apps/web/components/shell/TopBar.tsx:106-114; apps/web/components/editor/EditorWorkspace.tsx:342,377,507-508,1556-1559,1661-1676","implemented","tested","pass","","none","pending",""
"F-C11-02","C11","Suggest mode","Edits recorded as suggestions while in suggest mode","As a reviewer, I want my typed changes to be captured as pending suggestions, so that the document owner can review them before they become permanent.","The debounced history recorder appends a history entry on each editor transaction. The entry's intent is set to 'suggest' when suggestModeRef.current is true, otherwise 'edit' (EditorWorkspace:780). These suggest entries show up in the History panel; in the diff view the per-span data-intent attribute is set from the diff span's intent, so inserted text carries data-intent=""suggest"" and the hover title reads ""<author> | suggest"". Note: suggestions are tracked at the history-store level (a separate version entry), NOT via inline ProseMirror suggestion marks.","apps/web/components/editor/EditorWorkspace.tsx:760-792; apps/web/components/editor/panels/HistoryPanel.tsx:75-105; apps/web/e2e/suggest-mode/suggest-visuals.spec.ts:9-23","implemented","tested","pass","","none","pending",""
"F-C11-03","C11","Suggest mode","Pending/Accepted/Rejected suggestion status display","As a document owner, I want to see whether a suggestion is pending, accepted, or rejected, so that I know its review state at a glance.","For a selected history entry whose intent === 'suggest', HistoryPanel renders a status line (data-testid=""history-suggestion-status""). It reads ""Rejected suggestion"" if a resolution record with action 'rejected' exists for that entry, ""Accepted suggestion"" if the entry id is in acceptedSuggestionIds, else ""Pending suggestion"".","apps/web/components/editor/panels/HistoryPanel.tsx:145-150,271-279","implemented","tested","pass","","none","pending",""
"F-C11-04","C11","Suggest mode","Accept a suggestion","As a document owner, I want to accept a suggestion, so that the suggested text becomes a permanent part of the document.","When intent==='suggest' and not yet accepted, HistoryPanel shows an Accept button (data-testid=""suggest-accept-button""). Clicking calls handleAcceptSuggestion: it appends a new history entry with a set_attr op on nodeId `suggestion:<entryId>` ({accepted:true}) and intent 'edit', advances the history head, records a 'accepted' resolution (recordSuggestionResolution), adds the entry id to acceptedSuggestionIds, and refreshes the version list/blame. The suggested text remains in the editor (no content replacement). Status flips to ""Accepted suggestion"".","apps/web/components/editor/EditorWorkspace.tsx:1040-1072; apps/web/components/editor/panels/HistoryPanel.tsx:293-303; apps/web/e2e/suggest-mode/suggest-accept.spec.ts:9-18","implemented","tested","pass","","none","pending",""
"F-C11-05","C11","Suggest mode","Reject a suggestion","As a document owner, I want to reject a suggestion, so that the suggested text is removed and the document reverts to its prior state.","Clicking the Reject button (data-testid=""suggest-reject-button"") calls handleRejectSuggestion: it loads the entry's parent revision text, and if current text differs, appends a replace_text op restoring parent text (intent 'edit'), applies that content to the editor via setContent (guarded by applyingHistoryRef), advances the head, records a 'rejected' resolution, and refreshes versions/blame. Net effect: the suggested text disappears from the editor and a new version is added. Status shows ""Rejected suggestion"".","apps/web/components/editor/EditorWorkspace.tsx:1074-1109; apps/web/components/editor/panels/HistoryPanel.tsx:304-313; apps/web/e2e/suggest-mode/suggest-reject.spec.ts:9-31","implemented","verified","partial","[ux/low] Reject works correctly: handleRejectSuggestion (EditorWorkspace.tsx:1074-1109) loads the parent revision text, appends a replace_text op restoring it (intent 'edit') guarded by `currentText === targetText`, applies it via setContent under applyingHistoryRef, advances the head with commitHistoryHead, records a 'rejected' resolution, and refreshes versions/blame. However the Accept/Reject action buttons (HistoryPanel.tsx:293) are gated only on `selectedEntry.intent === 'suggest' && !selectedSuggestionAccepted`, with no check for an existing 'rejected' resolution. The status line (HistoryPanel.tsx:273) DOES account for `selectedSuggestionResolution?.action === 'rejected'`. Since reject records a resolution but never touches acceptedSuggestionIds, selectedSuggestionAccepted stays false; re-selecting the original suggest entry re-shows the Accept/Reject buttons while the status reads 'Rejected suggestion'. Status and action gate are inconsistent.","fixed","pass",""
"F-C11-06","C11","Suggest mode","Durable, collaborative suggestion resolutions","As a collaborator, I want accept/reject decisions to persist across reloads and sync to other users, so that suggestion outcomes are not lost.","Each accept/reject produces a SuggestionResolutionRecord {id, entryId, action, ts, actorId}. publishSuggestionResolutions writes records to localStorage (key lash:suggestion-resolutions:<docId>) and, when realtime collaboration is active, to a shared Y.Map ('lash:suggestion-resolutions'). On mount it hydrates from the Y.Map (or localStorage), listens for storage and Y.Map observe events to merge remote changes, and derives acceptedSuggestionIds. Resolutions render as rows (data-testid=""suggestion-resolution-row"") showing ""<action> suggestion"" and actorId. E2E confirms accepted/rejected rows survive page reload.","apps/web/components/editor/EditorWorkspace.tsx:194-291,417-478,1023-1038; apps/web/components/editor/panels/HistoryPanel.tsx:221-236; apps/web/e2e/suggest-mode/suggest-durable.spec.ts:30-86","implemented","tested","pass","","none","pending",""
"F-C11-07","C11","Suggest mode","Suggest share scope / capability gating","As a document owner, I want to grant a collaborator suggest-level access, so that they can comment and suggest but not directly edit.","ShareScope includes 'suggest'. SharePanel offers a ""Create suggest link"" button (data-testid=""share-create-suggest"") that issues a link with scope 'suggest'. capabilitiesForScope('suggest') grants doc.comment and doc.suggest but not doc.edit. inviteAccess exposes canSuggest/canComment/canEdit, and the panel renders share-can-suggest (yes), share-can-comment (yes), share-can-edit (no) for a suggest link. E2E verifies ""Access granted: suggest"" with comment+suggest yes, edit no.","packages/types/src/index.ts:253; packages/rbac/src/index.ts:101-130; apps/web/lib/inviteAccess.ts:189-192; apps/web/components/editor/panels/SharePanel.tsx:150,172-173,272; apps/web/e2e/share/share-suggest-scope.spec.ts:5-12","implemented","fixed","partial","[spec-error/low] The 'suggest' scope satisfies the story as literally written: SharePanel issues a suggest link (share-create-suggest, SharePanel.tsx:172-173), capabilitiesForScope('suggest') grants doc.read/history.read/mention.see/chip.preview + doc.comment + doc.suggest but NOT doc.edit, and the panel renders share-can-suggest=yes / share-can-comment=yes / share-can-edit=no. However the implied tiering (suggest as a step up from comment) does not exist: capabilitiesForScope('comment') returns the IDENTICAL capability set including doc.suggest, so 'comment' and 'suggest' scopes are functionally indistinguishable in capabilities. The differentiation between a comment link and a suggest link is cosmetic/labeling only.","spec-corrected","n/a","SPEC-ERROR: story expected_behaviour to be corrected per audit. Spec-corrected: code is intentional; the story expected_behaviour was over-claimed (see DEFERRED.md/ERRORS.md). No code defect."
